task_id	task	language	runtime	opt-level	exec-mode
1176	numericalIntegration	rust	wamr	O3	aot
1177	numericalIntegration	rust	wamr	Os	interp
1178	numericalIntegration	rust	wamr	Os	jit
1179	numericalIntegration	rust	wamr	Os	aot
1180	numericalIntegration	rust	wamr	Oz	interp
1181	numericalIntegration	rust	wamr	Oz	jit
1182	numericalIntegration	rust	wamr	Oz	aot
1183	numericalIntegration	rust	wasmtime	default	jit
1184	numericalIntegration	rust	wasmtime	default	aot
1185	numericalIntegration	rust	wasmtime	O0	jit
1186	numericalIntegration	rust	wasmtime	O0	aot
1187	numericalIntegration	rust	wasmtime	O1	jit
1188	numericalIntegration	rust	wasmtime	O1	aot
1189	numericalIntegration	rust	wasmtime	O2	jit
1190	numericalIntegration	rust	wasmtime	O2	aot
1191	numericalIntegration	rust	wasmtime	O3	jit
1192	numericalIntegration	rust	wasmtime	O3	aot
1193	numericalIntegration	rust	wasmtime	Os	jit
1194	numericalIntegration	rust	wasmtime	Os	aot
1195	numericalIntegration	rust	wasmtime	Oz	jit
1196	numericalIntegration	rust	wasmtime	Oz	aot
1197	numericalIntegration	rust	wasmer	default	jit
1198	numericalIntegration	rust	wasmer	default	aot
1199	numericalIntegration	rust	wasmer	O0	jit
1200	numericalIntegration	rust	wasmer	O0	aot
1201	numericalIntegration	rust	wasmer	O1	jit
1202	numericalIntegration	rust	wasmer	O1	aot
1203	numericalIntegration	rust	wasmer	O2	jit
1204	numericalIntegration	rust	wasmer	O2	aot
1205	numericalIntegration	rust	wasmer	O3	jit
1206	numericalIntegration	rust	wasmer	O3	aot
1207	numericalIntegration	rust	wasmer	Os	jit
1208	numericalIntegration	rust	wasmer	Os	aot
1209	numericalIntegration	rust	wasmer	Oz	jit
1210	numericalIntegration	rust	wasmer	Oz	aot
1211	objectDetection	rust	wasmedge	default	interp
1212	objectDetection	rust	wasmedge	default	jit
1213	objectDetection	rust	wasmedge	default	aot
1214	objectDetection	rust	wasmedge	O0	interp
1215	objectDetection	rust	wasmedge	O0	jit
1216	objectDetection	rust	wasmedge	O0	aot
1217	objectDetection	rust	wasmedge	O1	interp
1218	objectDetection	rust	wasmedge	O1	jit
1219	objectDetection	rust	wasmedge	O1	aot
1220	objectDetection	rust	wasmedge	O2	interp
1221	objectDetection	rust	wasmedge	O2	jit
1222	objectDetection	rust	wasmedge	O2	aot
1223	objectDetection	rust	wasmedge	O3	interp
1224	objectDetection	rust	wasmedge	O3	jit
1225	objectDetection	rust	wasmedge	O3	aot
1226	objectDetection	rust	wasmedge	Os	interp
1227	objectDetection	rust	wasmedge	Os	jit
1228	objectDetection	rust	wasmedge	Os	aot
1229	objectDetection	rust	wasmedge	Oz	interp
1230	objectDetection	rust	wasmedge	Oz	jit
1231	objectDetection	rust	wasmedge	Oz	aot
1232	objectDetection	rust	wamr	default	interp
1233	objectDetection	rust	wamr	default	jit
1234	objectDetection	rust	wamr	default	aot
1235	objectDetection	rust	wamr	O0	interp
1236	objectDetection	rust	wamr	O0	jit
1237	objectDetection	rust	wamr	O0	aot
1238	objectDetection	rust	wamr	O1	interp
1239	objectDetection	rust	wamr	O1	jit
1240	objectDetection	rust	wamr	O1	aot
1241	objectDetection	rust	wamr	O2	interp
1242	objectDetection	rust	wamr	O2	jit
1243	objectDetection	rust	wamr	O2	aot
1244	objectDetection	rust	wamr	O3	interp
1245	objectDetection	rust	wamr	O3	jit
1246	objectDetection	rust	wamr	O3	aot
1247	objectDetection	rust	wamr	Os	interp
1248	objectDetection	rust	wamr	Os	jit
1249	objectDetection	rust	wamr	Os	aot
1250	objectDetection	rust	wamr	Oz	interp
1251	objectDetection	rust	wamr	Oz	jit
1252	objectDetection	rust	wamr	Oz	aot
1253	objectDetection	rust	wasmtime	default	jit
1254	objectDetection	rust	wasmtime	default	aot
1255	objectDetection	rust	wasmtime	O0	jit
1256	objectDetection	rust	wasmtime	O0	aot
1257	objectDetection	rust	wasmtime	O1	jit
1258	objectDetection	rust	wasmtime	O1	aot
1259	objectDetection	rust	wasmtime	O2	jit
1260	objectDetection	rust	wasmtime	O2	aot
1261	objectDetection	rust	wasmtime	O3	jit
1262	objectDetection	rust	wasmtime	O3	aot
1263	objectDetection	rust	wasmtime	Os	jit
1264	objectDetection	rust	wasmtime	Os	aot
1265	objectDetection	rust	wasmtime	Oz	jit
1266	objectDetection	rust	wasmtime	Oz	aot
1267	imageClassification	rust	wasmedge	default	interp
1268	imageClassification	rust	wasmedge	default	jit
1269	imageClassification	rust	wasmedge	default	aot
1270	imageClassification	rust	wasmedge	O0	interp
1271	imageClassification	rust	wasmedge	O0	jit
1272	imageClassification	rust	wasmedge	O0	aot
1273	imageClassification	rust	wasmedge	O1	interp
1274	imageClassification	rust	wasmedge	O1	jit
1275	imageClassification	rust	wasmedge	O1	aot
1276	imageClassification	rust	wasmedge	O2	interp
1277	imageClassification	rust	wasmedge	O2	jit
1278	imageClassification	rust	wasmedge	O2	aot
1279	imageClassification	rust	wasmedge	O3	interp
1280	imageClassification	rust	wasmedge	O3	jit
1281	imageClassification	rust	wasmedge	O3	aot
1282	imageClassification	rust	wasmedge	Os	interp
1283	imageClassification	rust	wasmedge	Os	jit
1284	imageClassification	rust	wasmedge	Os	aot
1285	imageClassification	rust	wasmedge	Oz	interp
1286	imageClassification	rust	wasmedge	Oz	jit
1287	imageClassification	rust	wasmedge	Oz	aot
1288	imageClassification	rust	wamr	default	interp
1289	imageClassification	rust	wamr	default	jit
1290	imageClassification	rust	wamr	default	aot
1291	imageClassification	rust	wamr	O0	interp
1292	imageClassification	rust	wamr	O0	jit
1293	imageClassification	rust	wamr	O0	aot
1294	imageClassification	rust	wamr	O1	interp
1295	imageClassification	rust	wamr	O1	jit
1296	imageClassification	rust	wamr	O1	aot
1297	imageClassification	rust	wamr	O2	interp
1298	imageClassification	rust	wamr	O2	jit
1299	imageClassification	rust	wamr	O2	aot
1300	imageClassification	rust	wamr	O3	interp
1301	imageClassification	rust	wamr	O3	jit
1302	imageClassification	rust	wamr	O3	aot
1303	imageClassification	rust	wamr	Os	interp
1304	imageClassification	rust	wamr	Os	jit
1305	imageClassification	rust	wamr	Os	aot
1306	imageClassification	rust	wamr	Oz	interp
1307	imageClassification	rust	wamr	Oz	jit
1308	imageClassification	rust	wamr	Oz	aot
1309	imageClassification	rust	wasmtime	default	jit
1310	imageClassification	rust	wasmtime	default	aot
1311	imageClassification	rust	wasmtime	O0	jit
1312	imageClassification	rust	wasmtime	O0	aot
1313	imageClassification	rust	wasmtime	O1	jit
1314	imageClassification	rust	wasmtime	O1	aot
1315	imageClassification	rust	wasmtime	O2	jit
1316	imageClassification	rust	wasmtime	O2	aot
1317	imageClassification	rust	wasmtime	O3	jit
1318	imageClassification	rust	wasmtime	O3	aot
1319	imageClassification	rust	wasmtime	Os	jit
1320	imageClassification	rust	wasmtime	Os	aot
1321	imageClassification	rust	wasmtime	Oz	jit
1322	imageClassification	rust	wasmtime	Oz	aot
